Name,location,Type,Reviews,Dietary Type,Price_Range
Amilinda  ,"Milwaukee, Wisconsin  ","Asian,Chinese,Japanese",4.7,"Vegetarian,Halal,Diary-Free",$$$  
The Vanguard  ,"Milwaukee, Wisconsin  ",Mediterranean,4.5,Vegetarian,$$  
EE-Sane  ,"Madison, Wisconsin  ","Italian,European",4.3,Gluten-Free,$  
King & I Thai Restaurant  ,"Madison, Wisconsin  ","Italian,European",4.2,"Halal,Diary-Free",$$  
Maharaja  ,"Madison, Wisconsin  ","Asian,Chinese,Japanese",4.5,"Vegetarian,Kosher",$$  
Bombay Sweets  ,"Madison, Wisconsin  ",Mediterranean,4.1,"Halal,Diary-Free",$  
Saffron  ,"Madison, Wisconsin  ","Mexican,American",4.4,"Vegetarian,Halal,Diary-Free",$$  
Xankia  ,"Madison, Wisconsin  ","Italian,Mexican,American",4,"Halal,Diary-Free",$  
Fusion Cafe  ,"Madison, Wisconsin  ","Italian,European,Mediterranean",4.3,"Vegetarian,Kosher",$$  
Osteria Papavero  ,"Madison, Wisconsin  ","Italian,European",4.6,"Halal,Diary-Free",$$$  
Cento  ,"Madison, Wisconsin  ","Asian,Chinese,Japanese",4.5,"Vegetarian,Halal,Diary-Free",$$$  
Red Lion Pub  ,"Milwaukee, Wisconsin  ","Asian,Chinese,Japanese,Mediterranean",4.2,Vegetarian,$$  
The Great Dane Pub  ,"Madison, Wisconsin  ","Italian,European,Mediterranean",4.3,"Halal,Diary-Free",$$  
Taqueria Buenavista  ,"Milwaukee, Wisconsin  ","Mexican,American,Mediterranean",4.4,Vegetarian ,$  
Canteen  ,"Milwaukee, Wisconsin  ","Italian,European,Mexican,American",4.5,Vegetarian,$$  
Al Pastor  ,"Milwaukee, Wisconsin  ","Italian,European,Mexican,American",4.3,"Halal,Diary-Free",$  
Merchant  ,"Milwaukee, Wisconsin ","Italian,European,Mexican,American",4.4,Vegetarian ,$$  
The Local  ,"Jackson, Wyoming  ",Mediterranean,4.5,Vegetarian  ,$$$  
Persephone Bakery  ,"Jackson, Wyoming  ","Mexican,American",4.7,Vegan  ,$$  
Bin22  ,"Jackson, Wyoming  ","Italian,Mexican,American",4.6,Vegetarian  ,$$$  
Gather  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.4,Gluten-Free  ,$$$  
Teton Thai  ,"Jackson, Wyoming  ","Italian,European",4.8,Nut-Free  ,$$  
Nora's Fish Creek Inn  ,"Wilson, Wyoming  ","Asian,Chinese,Japanese",4.5,Vegetarian  ,$$  
Snake River Grill  ,"Jackson, Wyoming  ","Asian,Chinese,Japanese,Mediterranean",4.7,Vegetarian  ,$$$  
The Kitchen  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.5,Vegetarian  ,$$  
Cafe Genevieve  ,"Jackson, Wyoming  ","Mexican,American,Mediterranean",4.6,Vegetarian  ,$$  
Teton Tiger  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.4,Vegan  ,$$$  
King Sushi  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.3,Nut-Free  ,$$$  
The Bunnery Bakery & Restaurant  ,"Jackson, Wyoming  ","Italian,European,Mexican,American",4.5,Vegetarian  ,$$  
Sweetwater Restaurant  ,"Jackson, Wyoming  ","Italian,European,Mediterranean",4.4,Vegetarian  ,$$  
Gannett Grill  ,"Lander, Wyoming  ","Mexican,American,Mediterranean",4.3,Vegetarian  ,$$  
The Rose ,"Jackson, Wyoming ","Italian,European,Mexican,American",4.5,Vegetarian ,$$$
